text,label
mưa rơi ngoài hiên làm nhớ về những kỷ niệm xưa,buồn
ngồi trong quán cà phê quen mà không còn thấy vị ngọt,buồn
tiếng đàn piano vọng lại từ căn phòng bên cạnh khiến lòng man mác,buồn
nhìn lá vàng rơi mà thấy cuộc đời sao ngắn ngủi,buồn
đọc lại những tin nhắn cũ không còn ai trả lời,buồn
đi ngang qua trường học cũ mà nhớ về thời áo trắng,buồn
nghe tiếng còi tàu xa xăm trong đêm vắng,buồn
nhìn đàn chim di cư bay về phương nam mà thấy lòng trống trải,buồn
ánh hoàng hôn phủ xuống thành phố như nỗi buồn lan tỏa,buồn
đi dọc bờ biển một mình nghe sóng vỗ rì rào,buồn
ngắm trăng đêm rằm mà không có ai để chia sẻ,buồn
mùi hương hoa sữa thoảng qua gợi nhớ một người,buồn
tiếng guốc cao gót vọng trong đêm khuya vắng lặng,buồn
nhìn những đôi tình nhân hạnh phúc mà thấy mình lẻ loi,buồn
đi ngang qua quán ăn quen không còn người đợi,buồn
nghe tiếng chuông chùa chiều buông man mác,buồn
nhặt chiếc lá me bay trong gió thu se lạnh,buồn
đứng đợi ai đó dưới mưa mà không thấy đến,buồn
ngồi trong phòng trọ nhỏ nghe tiếng mưa rơi,buồn
nhìn điện thoại chờ một cuộc gọi không bao giờ đến,buồn
đi dạo công viên một mình vào chiều chủ nhật,buồn
nghe bài hát quen thuộc mà không còn cảm xúc như xưa,buồn
nhìn ghế đá nơi công viên giờ trống vắng,buồn
đọc những trang nhật ký cũ đã ngả vàng,buồn
ngắm phố xá đông đúc mà thấy mình lạc lõng,buồn
nhìn những tấm thiệp cưới của bạn bè mà thấy mình cô độc,buồn
đi ngang qua quán cafe từng hẹn hò năm ấy,buồn
nghe tiếng khóc trẻ con trong đêm mà lòng xót xa,buồn
nhìn mưa rơi qua khung cửa sổ mờ đục,buồn
đứng trên cầu nhìn dòng nước trôi miên man,buồn
ngồi trong phòng chờ bệnh viện một mình,buồn
nhìn những bức ảnh gia đình hạnh phúc của người khác,buồn
đi dọc những con phố vắng trong đêm khuya,buồn
nghe tiếng gió thổi qua khe cửa như tiếng thở dài,buồn
nhìn những chiếc lá phong đỏ rơi trong gió,buồn
đứng một mình giữa sân ga vắng lặng,buồn
ngồi trong quán bar một mình nghe nhạc buồn,buồn
nhìn những đám mây trôi mà thấy cuộc đời vô định,buồn
đi dạo trên con đường quen mà không còn người thương,buồn
nghe tiếng mèo hoang kêu trong đêm vắng,buồn
nhìn những ngôi sao đêm mà không có ai để ước,buồn
đứng dưới gốc cây xưa đợi một người không đến,buồn
ngồi trong thư viện vắng lặng một mình,buồn
nhìn những cặp đôi nắm tay nhau đi trong mưa,buồn
đi ngang qua ngôi nhà cũ đã đổi chủ,buồn
nghe tiếng đàn violin trong quán cafe vắng,buồn
nhìn những chậu hoa héo úa trên ban công,buồn
đứng trước biển một mình ngắm hoàng hôn,buồn
ngồi trong rạp chiếu phim vắng vẻ,buồn
nhìn những tấm ảnh cưới của người mình từng yêu,buồn
đi dọc những con phố vắng trong sương sớm,buồn
nghe tiếng chuông nhà thờ vọng trong đêm Noel,buồn
nhìn những chiếc lá vàng rơi trong sân trường,buồn
đứng một mình dưới tán cây già trong công viên,buồn
ngồi trong quán nhậu một mình nghe nhạc sến,buồn
nhìn những đôi chim cu đang tìm tổ,buồn
đi dạo trên bãi biển vắng vào sáng sớm,buồn
nghe tiếng sóng vỗ bờ như tiếng khóc than,buồn
nhìn những bông hoa dại bên đường héo úa,buồn
đứng trước gương soi mà không nhận ra chính mình,buồn
ngồi trong phòng tối nghe tiếng mưa rơi,buồn
nhìn những tấm ảnh kỷ niệm ngày xưa,buồn
đi ngang qua con hẻm nhỏ thời thơ ấu,buồn
nghe tiếng xe cộ hối hả mà thấy mình lạc lõng,buồn
nhìn những đám mây đen kéo về giăng kín bầu trời,buồn
đứng một mình nơi bến xe buýt vắng tanh,buồn
ngồi trong quán cơm bình dân một mình,buồn
nhìn những cánh chim bay về tổ cuối ngày,buồn
đi dọc bờ sông một mình trong chiều tà,buồn
nghe tiếng còi tàu xa vọng trong đêm khuya,buồn
nhìn những giọt mưa đọng trên kính cửa sổ,buồn
đứng trước ngôi trường cũ đã đóng cửa,buồn
ngồi trong công viên vắng ngắm lá bay,buồn
nhìn những đôi bạn thân cười đùa bên nhau,buồn
đi ngang qua tiệm sách cũ đã đóng cửa,buồn
nghe tiếng đàn guitar từ quán cafe bên đường,buồn
nhìn những bông hoa dại mọc ven đường,buồn
đứng một mình trên sân thượng nhìn phố xá,buồn
ngồi trong phòng trà cổ một mình,buồn
nhìn những tấm biển quảng cáo rách nát,buồn
đi dọc những con phố vắng trong mưa,buồn
nghe tiếng chuông chùa vọng trong sương sớm,buồn
nhìn những chiếc lá rơi trong gió thu,buồn
đứng trước biển một mình ngắm bình minh,buồn
ngồi trong quán ăn đêm vắng khách,buồn
nhìn những đôi tình nhân chia tay trong nước mắt,buồn
đi ngang qua công viên vắng vẻ ban đêm,buồn
nghe tiếng khóc trẻ sơ sinh trong bệnh viện,buồn
nhìn những bông hoa anh đào rơi trong gió,buồn
đứng một mình nơi bến tàu vắng lặng,buồn
ngồi trong quán net đêm khuya vắng vẻ,buồn
nhìn những tấm ảnh cũ trong điện thoại,buồn
đi dọc những con phố cổ hoang vắng,buồn
nghe tiếng mưa rơi trên mái tôn cũ kỹ,buồn
nhìn những chậu hoa cúc tàn trong sân,buồn
đứng trước gương soi thấy mình già đi,buồn
ngồi trong phòng karaoke một mình,buồn
nhìn những đôi giày cũ kỹ trong tủ,buồn
đi ngang qua nhà ga xe lửa hoang vắng,buồn
nghe tiếng gió thổi qua hàng cây khô,buồn
nhìn những tấm bưu thiếp không người nhận,buồn
đứng một mình nơi bến đò vắng khách,buồn
ngồi trong quán phở sáng vắng tanh,buồn
nhìn những chiếc lá me bay trong gió,buồn
đi dọc những con đường làng vắng vẻ,buồn
nghe tiếng chuông đồng hồ điểm nửa đêm,buồn
nhìn những bông hoa violet héo úa,buồn
đứng trước hiệu sách cũ đã đóng cửa,buồn
ngồi trong quán trà đá vỉa hè một mình,buồn
nhìn những tấm ảnh đen trắng ngày xưa,buồn
đi ngang qua sân trường vắng học sinh,buồn
nghe tiếng ve sầu cuối mùa hè,buồn
nhìn những chiếc lá phong đỏ cuối thu,buồn
đứng một mình nơi bến xe đò vắng,buồn
ngồi trong quán cà phê Internet vắng vẻ,buồn
nhìn những đôi dép cũ trong góc nhà,buồn
đi dọc những con phố nhỏ trong mưa phùn,buồn
nghe tiếng chim hót lẻ loi buổi sáng,buồn
nhìn những bông hoa hướng dương tàn úa,buồn
đứng trước tấm gương vỡ trong phòng cũ,buồn
ngồi trong quán nhỏ ven đường một mình,buồn
nhìn những tấm ảnh polaroid phai màu,buồn
đi ngang qua tiệm tạp hóa đã đóng cửa,buồn
nghe tiếng đàn bầu trong đêm khuya,buồn
nhìn những chiếc lá bàng rơi trong gió,buồn
đứng một mình nơi bến phà vắng khách,buồn
ngồi trong quán bia hơi chiều vắng,buồn
nhìn những đôi dép tổ ong cũ kỹ,buồn
đi dọc những con hẻm nhỏ trong chiều tà,buồn
nghe tiếng sáo diều trong gió chiều,buồn
nhìn những bông hoa đào rơi trong gió xuân,buồn
đứng trước quán cơm sinh viên đã đóng cửa,buồn
ngồi trong quán cháo đêm một mình,buồn
nhìn những tấm thiệp sinh nhật năm xưa,buồn
đi ngang qua tiệm may đã dọn đi,buồn
nghe tiếng kèn saxophone trong quán bar vắng,buồn
nhìn những chiếc lá sấu rụng đầy sân,buồn
đứng một mình nơi bến tàu điện ngầm,buồn
ngồi trong quán phở đêm vắng khách,buồn
nhìn những đôi giày thể thao cũ trong tủ,buồn
đi dọc những con phố vắng trong sương mù,buồn
nghe tiếng đàn tranh từ ngôi nhà cổ,buồn
nhìn những bông hoa lan rừng héo úa,buồn
đứng trước hiệu ảnh cũ đã đóng cửa,buồn
ngồi trong quán cà phê sách một mình,buồn
nhìn những tấm ảnh chụp lén ngày xưa,buồn
đi ngang qua tiệm bánh mì đã dọn đi,buồn
nghe tiếng đàn nhị trong đêm trăng,buồn
nhìn những chiếc lá bồ đề rơi trong sân chùa,buồn
đứng một mình nơi bến xe buýt cuối cùng,buồn
ngồi trong quán ốc đêm vắng tanh,buồn
nhìn những đôi dép lê cũ trong góc nhà,buồn
đi dọc những con đường mòn hoang vắng,buồn
nghe tiếng sáo trúc trong gió chiều,buồn
nhìn những bông hoa súng héo úa trong hồ,buồn
đứng trước tiệm thuốc tây đã đóng cửa,buồn
ngồi trong quán bún đêm một mình,buồn
nhìn những tấm ảnh chụp vội ngày xưa,buồn
đi ngang qua tiệm giặt là đã dọn đi,buồn
nghe tiếng đàn tỳ bà trong quán trà,buồn
nhìn những chiếc lá tre bay trong gió,buồn
đứng một mình nơi bến đò ngang vắng,buồn
ngồi trong quán cơm bụi chiều muộn,buồn
nhìn những đôi dép tông cũ trong góc nhà,buồn
đi dọc những con đường làng trong sương sớm,buồn
nghe tiếng sáo mèo từ bản xa,buồn
nhìn những bông hoa dã quỳ tàn úa,buồn
đứng trước tiệm cầm đồ đã đóng cửa,buồn
ngồi trong quán nhậu chiều vắng khách,buồn
nhìn những tấm ảnh chụp vội trong mưa,buồn
đi ngang qua tiệm cắt tóc đã dọn đi,buồn
nghe tiếng đàn nguyệt trong đêm vắng,buồn
nhìn những chiếc lá chuối bay trong gió,buồn
đứng một mình nơi bến xe lam cuối cùng,buồn
ngồi trong quán cháo lòng sáng sớm,buồn
nhìn những đôi dép nhựa cũ trong góc nhà,buồn
đi dọc những con đường mòn trong rừng vắng,buồn
nghe tiếng sáo môi trong gió núi,buồn
nhìn những bông hoa tigon tàn úa,buồn
đứng trước tiệm tạp hóa đã đóng cửa,buồn
ngồi trong quán cà phê võng một mình,buồn
nhìn những tấm ảnh chụp vội trong nắng,buồn
đi ngang qua tiệm sửa xe đã dọn đi,buồn
nghe tiếng đàn tam thập lục trong quán trà,buồn
nhìn những chiếc lá dừa bay trong gió,buồn
đứng một mình nơi bến đò dọc vắng,buồn
ngồi trong quán bún riêu sáng sớm,buồn
nhìn những đôi dép cao su cũ trong góc nhà,buồn
đi dọc những con đường làng trong chiều tà,buồn
nghe tiếng sáo trúc từ rừng xa,buồn
nhìn những bông hoa mười giờ tàn úa,buồn
đứng trước tiệm vàng đã đóng cửa,buồn
ngồi trong quán cơm tấm sáng sớm,buồn
nhìn những tấm ảnh chụp vội trong gió,buồn
đi ngang qua tiệm điện thoại đã dọn đi,buồn
nghe tiếng đàn tứ dây trong quán nhỏ,buồn
nhìn những chiếc lá mít bay trong gió,buồn
đứng một mình nơi bến tàu cuối cùng,buồn
ngồi trong quán hủ tiếu đêm vắng,buồn
nhìn những đôi dép xốp cũ trong góc nhà,buồn
đi dọc những con đường mòn ven biển,buồn
nghe tiếng sáo bầu trong gió biển,buồn
nhìn những bông hoa cúc dại tàn úa,buồn
đứng trước tiệm thuốc bắc đã đóng cửa,buồn
ngồi trong quán cà phê cóc một mình,buồn
nhìn những tấm ảnh chụp vội trong sương,buồn
đi ngang qua tiệm photocopy đã dọn đi,buồn
nghe tiếng đàn gáo trong đêm trăng,buồn
nhìn những chiếc lá khô bay trong gió,buồn
đứng một mình nơi bến xe ôm vắng,buồn
ngồi trong quán phở gà sáng sớm,buồn
nhìn những đôi dép mòn trong góc nhà,buồn
đi dọc những con đường làng trong nắng,buồn
nghe tiếng sáo trúc từ núi xa,buồn
nhìn những bông hoa dại tàn úa,buồn
đứng trước tiệm sách cũ đã đóng cửa,buồn
ngồi trong quán cà phê đường tàu,buồn
nhìn những tấm ảnh chụp vội trong nắng,buồn
đi ngang qua tiệm internet đã dọn đi,buồn
nghe tiếng đàn bầu trong quán nước,buồn
nhìn những chiếc lá rụng trong sân,buồn
đứng một mình nơi bến đò ngang,buồn
ngồi trong quán cơm bình dân trưa vắng,buồn
nhìn những đôi dép cũ kỹ trong góc nhà,buồn
đi dọc những con đường mòn ven sông,buồn
nghe tiếng sáo diều trong gió chiều,buồn
nhìn những bông hoa dại bên đường,buồn
đứng trước tiệm tạp hóa đã đóng cửa,buồn
